1412	1.123850402
1411	1.12223297
1410	1.120630797
1409	1.119013366
1408	1.117395934
1407	1.115763243
1406	1.114130553
1405	1.112497863
1404	1.110849913
1403	1.109201964
1402	1.107538756
1401	1.105890807
1400	1.10421234
1399	1.102549132
1398	1.100870665
1397	1.099192199
1396	1.097498473
1395	1.095820006
1394	1.094111022
1393	1.092417296
1392	1.090708312
1391	1.088999327
1390	1.087275084
1389	1.085550841
1388	1.083826598
1387	1.082087096
1386	1.080347594
1385	1.078608092
1384	1.076853331
1383	1.075098571
1382	1.07334381
1381	1.07157379
1380	1.069803771
1379	1.068018492
1378	1.066248473
1377	1.064463195
1376	1.062662658
1375	1.06086212
1374	1.059061583
1373	1.057261046
1372	1.05544525
1371	1.053629454
1370	1.0517984
1369	1.049967345
1368	1.04813629
1367	1.046289977
1366	1.044443663
1365	1.04259735
1364	1.040751036
1363	1.038889464
1362	1.037012633
1361	1.035151061
1360	1.03327423
1359	1.031397399
1358	1.029505309
1357	1.027613219
1356	1.025721129
1355	1.023813781
1354	1.021906432
1353	1.019983825
1352	1.018076476
1351	1.016153868
1350	1.014216002
4175	1.013270462
1349	1.012293395
4174	1.011622512
1348	1.010355529
4173	1.009898269
1347	1.008402404
4172	1.008204544
4171	1.006541336
1346	1.006464537
4170	1.004908645
1345	1.004496154
4169	1.003199661
1344	1.002543029
4168	1.001521194
1343	1.000574645
4167	0.999873245
1342	0.998606261
4166	0.998194778
1341	0.996637877
4165	0.996546829
4164	0.994929397
1340	0.994654235
4163	0.99325093
1339	0.992670592
4162	0.991633499
1338	0.990671691
4161	0.990031326
1337	0.988688048
4160	0.988398635
4159	0.986765945
1336	0.986673888
4158	0.98519429
1335	0.984674987
4157	0.983576858
1334	0.982660826
4156	0.982005203
1333	0.980646666
4155	0.980357254
4154	0.978800857
1332	0.978632506
4153	0.977213943
1331	0.976603087
4152	0.975627029
1330	0.974573668
4151	0.974040115
1329	0.972528991
4150	0.972483718
4149	0.970881546
1328	0.970484313
4148	0.969386184
1327	0.968439635
4147	0.96779927
1326	0.966394957
4146	0.96628865
4145	0.964732254
1325	0.964335021
4144	0.963191116
1324	0.962275084
4143	0.961695755
1323	0.960199889
4142	0.960154617
4141	0.958613479
1322	0.958139952
4140	0.957118118
1321	0.956049498
4139	0.955592239
4138	0.954081619
1320	0.953974303
4137	0.952601516
1319	0.951883849
4136	0.951075637
1318	0.949793395
4135	0.949595535
4134	0.948115432
1317	0.947687682
4133	0.946665847
1316	0.945597228
4132	0.945201004
4131	0.943751419
1315	0.943476256
4130	0.942271316
1314	0.941370543
4129	0.940852249
4128	0.939402664
1313	0.939249572
4127	0.93793782
1312	0.9371286
4126	0.936534011
4125	0.935114944
1311	0.935007628
4124	0.933665359
1310	0.932871398
4123	0.93226155
4122	0.930857742
1309	0.930735167
4121	0.929438674
1308	0.928583678
4120	0.928019607
4119	0.926646316
1307	0.926432189
4118	0.925273025
1306	0.9242807
4117	0.923853958
4116	0.922465408
1305	0.92212921
4115	0.921092117
1304	0.919962462
232	0.919801122
4114	0.919718826
4113	0.918360794
231	0.917970068
1303	0.917795714
4112	0.917063797
230	0.916154272
4111	0.915659988
1302	0.915613707
229	0.914338476
4110	0.914332473
1301	0.913446959
4109	0.912974441
228	0.912537939
4108	0.911662185
1300	0.911249694
227	0.910752661
4107	0.910319412
1299	0.909067687
4106	0.909007156
226	0.908967382
4105	0.907664382
225	0.907197363
1298	0.906870421
4104	0.906352127
224	0.905442602
4103	0.90505513
4102	0.90378865
223	0.903687841
4101	0.902476394
222	0.901948339
4100	0.901209915
221	0.900208837
4099	0.899851882
4098	0.898615921
220	0.898484594
4097	0.897318923
219	0.89677561
4096	0.896067703
218	0.895066625
4095	0.894801223
4094	0.89358052
217	0.8933729
4093	0.892314041
216	0.891694433
4092	0.891078079
215	0.890015966
4091	0.889811599
4090	0.888606155
214	0.888352758
4089	0.887339675
213	0.886704809
4088	0.886134231
212	0.88505686
4087	0.884928787
4086	0.883692825
211	0.883424169
4085	0.882517898
210	0.881791479
4084	0.881297195
209	0.880174047
4083	0.880152786
4082	0.878947341
208	0.878571874
4081	0.877787673
207	0.87698496
4080	0.876582229
206	0.875398046
4079	0.875376785
4078	0.874217117
205	0.873826391
4077	0.873072708
204	0.872254736
4076	0.871897781
4075	0.870783889
203	0.870698339
4074	0.869624221
202	0.869157202
4073	0.86851033
201	0.867631323
4072	0.867350662
4071	0.866206253
200	0.866105444
4070	0.86510762
199	0.864594824
4069	0.864008987
198	0.863084203
4068	0.862895095
4067	0.861765945
197	0.861588842
4066	0.86069783
1413	0.860436611
196	0.86010874
4065	0.859553421
195	0.858643896
4064	0.858470047
4063	0.857432449
194	0.857179052
4062	0.856364334
193	0.855729467
4061	0.855265701
192	0.854279882
4060	0.854212844
4059	0.853144729
191	0.852860815
4058	0.852076614
190	0.851426489
4057	0.851023757
189	0.85002268
4056	0.850016677
4055	0.848963821
188	0.848618871
4054	0.847910964
187	0.847230322
4053	0.846903884
4052	0.845881546
186	0.845857031
4051	0.844843948
185	0.844498998
4050	0.843836868
184	0.843140966
4049	0.842845047
4048	0.841853225
183	0.841782934
4047	0.840846145
182	0.840455419
4046	0.839869583
181	0.839127905
4045	0.838908279
